medicine_id,name,unit,price
M00151,Medicine_151,box,93143
M00152,Medicine_152,box,32400
M00153,Medicine_153,box,87265
M00154,Medicine_154,box,22846
M00155,Medicine_155,box,31423
M00156,Medicine_156,box,72520
M00157,Medicine_157,box,39856
M00158,Medicine_158,box,79459
M00159,,box,15084
M00160,Medicine_160,box,40773
M00161,Medicine_161,box,13869
M00162,Medicine_162,box,88137
M00163,Medicine_163,box,11143
M00164,,box,45692
M00165,Medicine_165,box,81416
M00166,Medicine_166,box,15684
M00167,Medicine_167,box,96377
M00168,Medicine_168,box,12848
M00169,Medicine_169,box,42197
M00170,Medicine_170,box,35625
M00171,Medicine_171,box,77153
M00172,Medicine_172,box,51160
M00173,Medicine_173,box,64489
M00174,Medicine_174,box,32402
M00175,Medicine_175,box,54972
M00176,Medicine_176,box,37662
M00177,Medicine_177,box,-5000
M00178,Medicine_178,box,50312
M00179,Medicine_179,box,79387
M00180,Medicine_180,box,56845
M00181,Medicine_181,box,30090
M00182,Medicine_182,box,79046
M00183,Medicine_183,box,53520
M00184,Medicine_184,box,89394
M00185,Medicine_185,box,40956
M00186,Medicine_186,box,73660
M00187,Medicine_187,box,64720
M00188,Medicine_188,box,84716
M00189,Medicine_189,box,25311
M00190,Medicine_190,box,64665
M00191,Medicine_191,box,60641
M00192,Medicine_192,box,89420
M00193,Medicine_193,box,31732
M00194,Medicine_194,box,58240
M00195,Medicine_195,box,69757
M00196,Medicine_196,box,40965
M00197,Medicine_197,box,47868
M00198,Medicine_198,box,27907
M00199,Medicine_199,box,abc
M00200,Medicine_200,box,68348
M00201,Medicine_201,box,73163
M00202,Medicine_202,box,10123
M00203,Medicine_203,box,21631
M00204,Medicine_204,box,33352
M00205,Medicine_205,box,39398
M00206,,box,31517
M00207,Medicine_207,box,97504
M00208,Medicine_208,box,31027
M00209,Medicine_209,box,13861
M00210,Medicine_210,box,79781
M00211,Medicine_211,box,36370
M00212,Medicine_212,box,37958
M00213,Medicine_213,box,32529
M00214,Medicine_214,box,75343
M00215,Medicine_215,box,46967
M00216,Medicine_216,box,56944
M00217,Medicine_217,box,27142
M00218,Medicine_218,box,97976
M00219,Medicine_219,box,19203
M00220,Medicine_220,box,42144
M00221,Medicine_221,box,99042
M00222,Medicine_222,box,74833
M00223,Medicine_223,box,83229
M00224,Medicine_224,box,17206
M00225,Medicine_225,box,49124
M00226,Medicine_226,box,67308
M00227,Medicine_227,box,56542
M00228,Medicine_228,box,49541
M00229,Medicine_229,box,32061
M00230,Medicine_230,box,65052
M00231,Medicine_231,box,21344
M00232,Medicine_232,box,28676
M00233,Medicine_233,box,55329
M00234,Medicine_234,box,96937
M00235,Medicine_235,box,18543
M00236,Medicine_236,box,36775
M00237,Medicine_237,box,28023
M00238,Medicine_238,box,84809
M00239,Medicine_239,box,36507
M00240,Medicine_240,box,39114
M00241,Medicine_241,box,59588
M00242,Medicine_242,box,98376
M00243,Medicine_243,box,18148
M00244,Medicine_244,box,52950
M00245,Medicine_245,box,98468
M00246,Medicine_246,box,89920
M00247,,box,49452
M00248,Medicine_248,box,85849
M00249,Medicine_249,box,32737
M00250,Medicine_250,box,85201
M00251,Medicine_251,box,60280
M00252,Medicine_252,,73555
M00253,Medicine_253,box,52873
M00254,Medicine_254,box,46362
M00255,Medicine_255,box,92879
M00256,Medicine_256,box,87155
M00257,Medicine_257,box,54843
M00258,Medicine_258,box,55725
M00259,Medicine_259,box,79752
M00260,Medicine_260,box,73533
M00261,Medicine_261,box,56410
M00262,Medicine_262,box,56302
M00263,Medicine_263,box,92240
M00264,Medicine_264,box,69878
M00265,Medicine_265,box,35016
M00266,Medicine_266,box,84932
M00267,Medicine_267,box,54193
M00268,Medicine_268,box,93686
M00269,Medicine_269,box,43532
M00270,Medicine_270,box,26631
M00271,Medicine_271,box,55228
M00272,Medicine_272,box,94324
M00273,Medicine_273,box,41500
M00274,Medicine_274,box,90191
M00275,Medicine_275,box,89791
M00276,Medicine_276,box,81693
M00277,Medicine_277,box,72403
M00278,Medicine_278,box,34795
M00279,Medicine_279,box,38751
M00280,Medicine_280,box,74206
M00281,Medicine_281,box,70524
M00282,Medicine_282,box,68055
M00283,Medicine_283,box,85167
M00284,Medicine_284,box,75509
M00285,Medicine_285,box,90068
M00286,Medicine_286,box,12708
M00287,Medicine_287,box,23222
M00288,Medicine_288,box,83107
M00289,Medicine_289,box,89627
M00290,Medicine_290,box,89299
M00291,Medicine_291,box,89341
M00292,Medicine_292,box,24940
M00293,Medicine_293,box,33443
M00294,Medicine_294,box,90378
M00295,Medicine_295,box,49230
M00296,Medicine_296,box,15908
M00297,Medicine_297,box,72799
M00298,Medicine_298,box,16749
M00299,Medicine_299,box,81878
M00300,Medicine_300,box,abc
M00301,Medicine_301,box,44197
M00302,Medicine_302,box,97765
M00303,Medicine_303,box,49187
M00304,Medicine_304,box,86546
M00305,Medicine_305,box,63212
M00306,Medicine_306,box,50524
M00307,Medicine_307,box,50293
M00308,Medicine_308,box,63340
M00309,Medicine_309,box,40654
M00310,Medicine_310,box,18095
M00311,Medicine_311,box,99089
M00312,Medicine_312,box,26285
M00313,Medicine_313,box,35414
M00314,Medicine_314,box,93178
M00315,Medicine_315,box,91801
M00316,Medicine_316,box,54678
M00317,Medicine_317,box,68627
M00318,Medicine_318,box,86463
M00319,Medicine_319,box,62916
M00320,Medicine_320,,91798
M00321,Medicine_321,box,46483
M00322,Medicine_322,,39423
M00323,Medicine_323,box,87244
M00324,Medicine_324,box,41153
M00325,Medicine_325,box,-5000
M00326,Medicine_326,box,56350
M00327,Medicine_327,box,64747
M00328,Medicine_328,box,67421
M00329,Medicine_329,box,65222
M00330,Medicine_330,box,86755
M00331,Medicine_331,box,28012
M00332,Medicine_332,box,65200
M00333,Medicine_333,box,10386
M00334,Medicine_334,box,52277
M00335,Medicine_335,box,44816
M00336,Medicine_336,box,41635
M00337,Medicine_337,box,61556
M00338,Medicine_338,box,16894
M00339,Medicine_339,box,83717
M00340,Medicine_340,box,54449
M00341,Medicine_341,box,11493
M00342,Medicine_342,box,84795
M00343,Medicine_343,box,63856
M00344,Medicine_344,box,26792
M00345,Medicine_345,box,-5000
M00346,Medicine_346,box,96170
M00347,Medicine_347,box,22308
M00348,Medicine_348,box,91878
M00349,Medicine_349,box,90086
M00350,Medicine_350,box,32475
M00351,Medicine_351,box,43384
M00352,Medicine_352,box,25724
M00353,Medicine_353,box,64771
M00354,Medicine_354,box,42255
M00355,Medicine_355,box,88581
M00356,Medicine_356,box,55838
M00357,Medicine_357,box,67449
M00358,Medicine_358,box,63483
M00359,Medicine_359,box,39285
M00360,Medicine_360,box,86081
M00361,Medicine_361,box,12013
M00362,Medicine_362,box,37893
M00363,Medicine_363,box,51061
M00364,Medicine_364,box,92939
M00365,Medicine_365,box,42467
M00366,Medicine_366,box,57717
M00367,Medicine_367,box,35491
M00368,Medicine_368,box,53383
M00369,Medicine_369,box,30580
M00370,Medicine_370,box,56389
M00371,Medicine_371,box,55856
M00372,Medicine_372,box,41677
M00373,Medicine_373,box,-5000
M00374,Medicine_374,box,23905
M00375,Medicine_375,box,34782
M00376,Medicine_376,box,88861
M00377,Medicine_377,box,29340
M00378,Medicine_378,box,81320
M00379,Medicine_379,box,96450
M00380,Medicine_380,box,89845
M00381,Medicine_381,box,22877
M00382,Medicine_382,box,63640
M00383,Medicine_383,box,82067
M00384,Medicine_384,box,80694
M00385,Medicine_385,box,76955
M00386,Medicine_386,box,85173
M00387,Medicine_387,box,26472
M00388,Medicine_388,box,98018
M00389,Medicine_389,box,12567
M00390,Medicine_390,,14818
M00391,Medicine_391,box,66974
M00392,Medicine_392,box,38016
M00393,Medicine_393,box,15156
M00394,Medicine_394,box,64981
M00395,Medicine_395,box,11376
M00396,Medicine_396,box,49510
M00397,Medicine_397,box,42329
M00398,Medicine_398,box,74615
M00399,Medicine_399,box,17404
M00400,Medicine_400,,18285
M00401,Medicine_401,box,80108
M00402,Medicine_402,box,55810
M00403,Medicine_403,box,27204
M00404,Medicine_404,box,78209
M00405,Medicine_405,box,64024
M00406,Medicine_406,box,38321
M00407,Medicine_407,box,34714
M00408,Medicine_408,box,61086
M00409,Medicine_409,box,48424
M00410,Medicine_410,box,44818
M00411,Medicine_411,box,54210
M00412,Medicine_412,box,55443
M00413,Medicine_413,box,42953
M00414,Medicine_414,box,75719
M00415,Medicine_415,box,76579
M00416,Medicine_416,box,76050
M00417,Medicine_417,box,31675
M00418,Medicine_418,box,26016
M00419,Medicine_419,box,44118
M00420,Medicine_420,box,91134
M00421,Medicine_421,box,76096
M00422,Medicine_422,box,10594
M00423,Medicine_423,box,14629
M00424,Medicine_424,box,59003
M00425,,box,92395
M00426,Medicine_426,,99858
M00427,Medicine_427,box,73708
M00428,Medicine_428,box,30304
M00429,Medicine_429,box,52162
M00430,Medicine_430,box,14986
M00431,Medicine_431,box,41067
M00432,Medicine_432,box,73112
M00433,Medicine_433,box,58860
M00434,Medicine_434,box,20835
M00435,Medicine_435,box,-5000
M00436,Medicine_436,box,60972
M00437,Medicine_437,box,29972
M00438,Medicine_438,box,-5000
M00439,Medicine_439,box,47667
M00440,Medicine_440,box,95450
M00441,Medicine_441,box,65491
M00442,Medicine_442,box,16314
M00443,Medicine_443,box,abc
M00444,Medicine_444,box,75617
M00445,Medicine_445,box,38025
M00446,Medicine_446,box,99542
M00447,Medicine_447,box,abc
M00448,Medicine_448,box,-5000
M00449,Medicine_449,box,74212
M00450,Medicine_450,box,56768
M00451,Medicine_451,box,62381
M00452,Medicine_452,box,78544
M00453,Medicine_453,box,abc
M00454,Medicine_454,box,53658
M00455,Medicine_455,box,35498
M00456,Medicine_456,box,84208
M00457,Medicine_457,box,38131
M00458,Medicine_458,box,80973
M00459,Medicine_459,box,26171
M00460,Medicine_460,box,42089
M00461,Medicine_461,box,48752
M00462,Medicine_462,box,11758
M00463,Medicine_463,box,31713
M00464,Medicine_464,box,68661
M00465,Medicine_465,box,85781
M00466,Medicine_466,box,94345
M00467,Medicine_467,box,64011
M00468,Medicine_468,box,49710
M00469,Medicine_469,,51899
M00470,Medicine_470,box,31626
M00471,Medicine_471,box,98843
M00472,Medicine_472,box,49825
M00473,Medicine_473,box,94383
M00474,Medicine_474,box,43007
M00475,Medicine_475,box,98472
M00476,Medicine_476,box,82365
M00477,Medicine_477,box,35420
M00478,Medicine_478,box,98599
M00479,Medicine_479,box,98230
M00480,Medicine_480,box,77749
M00481,Medicine_481,box,20436
M00482,Medicine_482,box,57333
M00483,Medicine_483,box,42751
M00484,Medicine_484,box,83465
M00485,Medicine_485,box,12184
M00486,Medicine_486,box,12956
M00487,Medicine_487,box,81085
M00488,Medicine_488,box,84384
M00489,Medicine_489,box,63338
M00490,Medicine_490,box,77652
M00491,Medicine_491,box,98221
M00492,Medicine_492,box,29921
M00493,Medicine_493,box,66786
M00494,Medicine_494,box,91811
M00495,Medicine_495,box,56269
M00496,Medicine_496,box,68213
M00497,Medicine_497,box,66741
M00498,Medicine_498,box,87413
M00499,Medicine_499,box,86621
M00500,Medicine_500,box,22503
M00501,Medicine_501,box,75839
M00502,Medicine_502,box,27477
M00503,Medicine_503,box,41090
M00504,Medicine_504,box,87731
M00505,Medicine_505,box,33418
M00506,Medicine_506,box,99376
M00507,Medicine_507,box,78814
M00508,Medicine_508,box,88633
M00509,Medicine_509,box,34628
M00510,Medicine_510,box,32120
M00511,Medicine_511,box,55897
M00512,Medicine_512,box,43226
M00513,Medicine_513,box,41805
M00514,Medicine_514,box,69279
M00515,Medicine_515,box,46746
M00516,Medicine_516,box,29002
M00517,Medicine_517,box,24150
M00518,Medicine_518,box,45223
M00519,Medicine_519,box,96718
M00520,Medicine_520,box,39196
M00521,Medicine_521,box,16402
M00522,Medicine_522,box,74216
M00523,Medicine_523,box,-5000
M00524,Medicine_524,box,39305
M00525,Medicine_525,box,47672
M00526,,box,37226
M00527,Medicine_527,box,76526
M00528,Medicine_528,box,69593
M00529,Medicine_529,box,74990
M00530,Medicine_530,box,14854
M00531,Medicine_531,box,abc
M00532,,box,23831
M00533,Medicine_533,box,98063
M00534,Medicine_534,box,95000
M00535,Medicine_535,box,43094
M00536,Medicine_536,box,13600
M00537,Medicine_537,box,86278
M00538,Medicine_538,box,55935
M00539,Medicine_539,box,32838
M00540,Medicine_540,box,78756
M00541,Medicine_541,box,84144
M00542,Medicine_542,box,67195
M00543,Medicine_543,box,76913
M00544,Medicine_544,box,63251
M00545,Medicine_545,box,78430
M00546,Medicine_546,box,64142
M00547,Medicine_547,box,abc
M00548,Medicine_548,box,70849
M00549,Medicine_549,box,44544
M00550,Medicine_550,box,41243
M00551,Medicine_551,box,44253
M00552,Medicine_552,box,35235
M00553,Medicine_553,box,33098
M00554,Medicine_554,box,39722
M00555,Medicine_555,box,56261
M00556,Medicine_556,box,33983
M00557,Medicine_557,box,81970
M00558,Medicine_558,box,71089
M00559,Medicine_559,box,57814
M00560,Medicine_560,box,62607
M00561,Medicine_561,box,83327
M00562,Medicine_562,box,abc
M00563,Medicine_563,box,86961
M00564,Medicine_564,box,32862
M00565,Medicine_565,box,87947
M00566,Medicine_566,box,58437
M00567,Medicine_567,box,70376
M00568,Medicine_568,box,48825
M00569,Medicine_569,box,78258
M00570,Medicine_570,box,79708
M00571,Medicine_571,box,50609
M00572,Medicine_572,box,87118
M00573,Medicine_573,box,78544
M00574,Medicine_574,box,60031
M00575,Medicine_575,box,14528
M00576,Medicine_576,box,42576
M00577,Medicine_577,box,38598
M00578,Medicine_578,box,40754
M00579,Medicine_579,box,60656
M00580,Medicine_580,box,50912
M00581,Medicine_581,box,55414
M00582,Medicine_582,box,18425
M00583,Medicine_583,box,62171
M00584,Medicine_584,box,94821
M00585,Medicine_585,box,-5000
M00586,Medicine_586,box,23897
M00587,Medicine_587,box,35341
M00588,Medicine_588,box,61813
M00589,Medicine_589,box,42736
M00590,Medicine_590,box,53274
M00591,Medicine_591,box,54116
M00592,Medicine_592,box,69289
M00593,Medicine_593,box,70840
M00594,Medicine_594,box,61607
M00595,Medicine_595,box,88578
M00596,Medicine_596,box,56988
M00597,Medicine_597,box,79987
M00598,Medicine_598,box,76091
M00599,Medicine_599,box,55305
M00600,Medicine_600,box,99788
M00601,Medicine_601,box,79918
M00602,Medicine_602,box,73045
M00603,Medicine_603,box,44973
M00604,Medicine_604,box,53127
M00605,Medicine_605,box,89989
M00606,Medicine_606,box,abc
M00607,Medicine_607,box,86965
M00608,Medicine_608,box,78095
M00609,Medicine_609,box,44615
M00610,Medicine_610,box,92668
M00611,Medicine_611,box,90698
M00612,Medicine_612,box,32774
M00613,Medicine_613,box,55992
M00614,Medicine_614,box,52527
M00615,Medicine_615,box,48342
M00616,Medicine_616,box,abc
M00617,Medicine_617,box,56746
M00618,Medicine_618,box,17764
M00619,Medicine_619,box,26182
M00620,Medicine_620,box,56137
M00621,Medicine_621,box,abc
M00622,Medicine_622,box,34419
M00623,Medicine_623,box,36680
M00624,Medicine_624,box,25046
M00625,Medicine_625,box,22441
M00626,Medicine_626,box,55783
M00627,Medicine_627,box,35005
M00628,Medicine_628,box,73698
M00629,Medicine_629,box,73896
M00630,Medicine_630,box,87514
M00631,Medicine_631,box,62616
M00632,Medicine_632,box,23035
M00633,Medicine_633,box,73274
M00634,Medicine_634,box,-5000
M00635,Medicine_635,box,72300
M00636,Medicine_636,box,50751
M00637,Medicine_637,box,84285
M00638,Medicine_638,box,35963
M00639,Medicine_639,box,74321
M00640,Medicine_640,box,86273
M00641,Medicine_641,box,abc
M00642,Medicine_642,box,71899
M00643,Medicine_643,box,44287
M00644,Medicine_644,box,60787
M00645,Medicine_645,box,44726
M00646,Medicine_646,box,63007
M00647,Medicine_647,box,73712
M00648,Medicine_648,box,98602
M00649,Medicine_649,box,15954
M00650,Medicine_650,box,72349
M00651,Medicine_651,box,71362
M00652,Medicine_652,box,49837
M00653,Medicine_653,box,48473
M00654,Medicine_654,box,46238
M00655,Medicine_655,,33667
M00656,Medicine_656,box,abc
M00657,Medicine_657,box,96482
M00658,Medicine_658,box,57900
M00659,Medicine_659,box,84546
M00660,Medicine_660,box,37822
M00661,Medicine_661,box,59384
M00662,Medicine_662,box,33362
M00663,Medicine_663,box,32196
M00664,Medicine_664,box,59588
M00665,Medicine_665,box,58214
M00666,Medicine_666,box,12287
M00667,Medicine_667,box,69533
M00668,Medicine_668,box,95319
M00669,Medicine_669,box,17865
M00670,Medicine_670,box,41906
M00671,Medicine_671,box,85426
M00672,Medicine_672,box,11607
M00673,Medicine_673,box,89378
M00674,Medicine_674,box,18990
M00675,Medicine_675,box,30781
M00676,Medicine_676,box,61831
M00677,Medicine_677,box,60337
M00678,Medicine_678,box,11031
M00679,Medicine_679,box,90536
M00680,Medicine_680,box,71389
M00681,Medicine_681,box,13178
M00682,Medicine_682,,65587
M00683,Medicine_683,box,42800
M00684,Medicine_684,box,12176
M00685,Medicine_685,box,64899
M00686,Medicine_686,box,67322
M00687,Medicine_687,box,65171
M00688,Medicine_688,box,15337
M00689,Medicine_689,box,61524
M00690,Medicine_690,box,76822
M00691,Medicine_691,box,54514
M00692,Medicine_692,box,89698
M00693,Medicine_693,box,35381
M00694,Medicine_694,box,64403
M00695,Medicine_695,box,82783
M00696,Medicine_696,box,23833
M00697,Medicine_697,box,24162
M00698,Medicine_698,box,66287
M00699,Medicine_699,box,49456
M00700,Medicine_700,box,35821
M00701,Medicine_701,box,26618
M00702,Medicine_702,box,21035
M00703,Medicine_703,box,79273
M00704,Medicine_704,box,29519
M00705,Medicine_705,box,26251
M00706,Medicine_706,box,23175
M00707,Medicine_707,box,37621
M00708,Medicine_708,box,51763
M00709,Medicine_709,box,44728
M00710,Medicine_710,box,80297
M00711,Medicine_711,box,40590
M00712,Medicine_712,box,91724
M00713,Medicine_713,box,61811
M00714,Medicine_714,box,82039
M00715,Medicine_715,box,28016
M00716,Medicine_716,box,91970
M00717,Medicine_717,box,19186
M00718,Medicine_718,box,28919
M00719,Medicine_719,box,80105
M00720,Medicine_720,box,83967
M00721,Medicine_721,box,20365
M00722,Medicine_722,box,23974
M00723,Medicine_723,box,92507
M00724,Medicine_724,box,38829
M00725,Medicine_725,box,31101
M00726,Medicine_726,box,18606
M00727,Medicine_727,box,64680
M00728,Medicine_728,box,87769
M00729,Medicine_729,box,59135
M00730,Medicine_730,box,42637
M00731,Medicine_731,box,86053
M00732,Medicine_732,box,52595
M00733,Medicine_733,box,56447
M00734,Medicine_734,box,94708
M00735,Medicine_735,box,50055
M00736,Medicine_736,box,83003
M00737,Medicine_737,box,76941
M00738,Medicine_738,box,64261
M00739,Medicine_739,box,38696
M00740,Medicine_740,box,27109
M00741,Medicine_741,box,28570
M00742,Medicine_742,box,75108
M00743,Medicine_743,box,36178
M00744,Medicine_744,box,74437
M00745,Medicine_745,box,61307
M00746,Medicine_746,box,73383
M00747,Medicine_747,box,99874
M00748,Medicine_748,box,-5000
M00749,Medicine_749,box,87061
M00750,Medicine_750,box,79862
M00751,Medicine_751,box,16694
M00752,Medicine_752,box,91256
M00753,Medicine_753,box,68639
M00754,Medicine_754,box,22570
M00755,Medicine_755,box,55647
M00756,Medicine_756,box,95631
M00757,Medicine_757,box,45330
M00758,Medicine_758,box,25617
M00759,Medicine_759,box,59871
M00760,Medicine_760,box,69956
M00761,Medicine_761,box,36059
M00762,Medicine_762,box,18616
M00763,Medicine_763,box,68764
M00764,Medicine_764,box,70504
M00765,Medicine_765,box,81224
M00766,Medicine_766,box,21775
M00767,Medicine_767,box,53115
M00768,Medicine_768,box,37338
M00769,Medicine_769,box,54166
M00770,Medicine_770,box,36376
M00771,Medicine_771,box,-5000
M00772,Medicine_772,box,26991
M00773,Medicine_773,box,29689
M00774,Medicine_774,box,53832
M00775,Medicine_775,box,91924
M00776,Medicine_776,box,81482
M00777,Medicine_777,box,85316
M00778,Medicine_778,box,16308
M00779,Medicine_779,box,50070
M00780,Medicine_780,box,56804
M00781,Medicine_781,box,21372
M00782,Medicine_782,box,48629
M00783,Medicine_783,box,57529
M00784,Medicine_784,box,40885
M00785,Medicine_785,box,25128
M00786,Medicine_786,box,49524
M00787,Medicine_787,box,abc
M00788,Medicine_788,box,95160
M00789,Medicine_789,box,57427
M00790,Medicine_790,box,83918
M00791,Medicine_791,box,41157
M00792,Medicine_792,box,17003
M00793,Medicine_793,box,59064
M00794,Medicine_794,box,32016
M00795,Medicine_795,box,76965
M00796,Medicine_796,box,93036
M00797,Medicine_797,box,32469
M00798,Medicine_798,box,34331
M00799,Medicine_799,box,65460
M00800,Medicine_800,box,93964
M00801,Medicine_801,box,27912
M00802,Medicine_802,box,49921
M00803,Medicine_803,box,49771
M00804,Medicine_804,box,47583
M00805,Medicine_805,box,23172
M00806,Medicine_806,box,13397
M00807,Medicine_807,box,58549
M00808,Medicine_808,box,58874
M00809,Medicine_809,box,79773
M00810,Medicine_810,box,64831
M00811,Medicine_811,box,49885
M00812,Medicine_812,box,31219
M00813,Medicine_813,box,24519
M00814,Medicine_814,box,13749
M00815,Medicine_815,box,95538
M00816,Medicine_816,box,63012
M00817,Medicine_817,box,-5000
M00818,Medicine_818,box,35555
M00819,Medicine_819,box,abc
M00820,Medicine_820,box,19736
M00821,Medicine_821,box,53968
M00822,Medicine_822,box,44291
M00823,Medicine_823,box,33960
M00824,Medicine_824,box,87036
M00825,Medicine_825,box,30677
M00826,Medicine_826,box,89861
M00827,Medicine_827,box,79697
M00828,Medicine_828,box,17311
M00829,Medicine_829,box,90886
M00830,Medicine_830,box,36280
M00831,Medicine_831,box,59892
M00832,Medicine_832,box,74321
M00833,Medicine_833,box,87650
M00834,Medicine_834,box,59838
M00835,Medicine_835,box,70780
M00836,Medicine_836,box,93975
M00837,Medicine_837,box,61579
M00838,Medicine_838,box,18220
M00839,Medicine_839,box,32835
M00840,Medicine_840,box,32917
M00841,Medicine_841,box,96502
M00842,Medicine_842,box,23655
M00843,Medicine_843,box,13605
M00844,Medicine_844,box,59970
M00845,Medicine_845,box,34502
M00846,Medicine_846,box,26871
M00847,Medicine_847,box,56273
M00848,Medicine_848,box,81815
M00849,Medicine_849,box,47316
M00850,Medicine_850,box,76215
M00851,Medicine_851,box,40055
M00852,Medicine_852,box,93552
M00853,Medicine_853,box,36042
M00854,Medicine_854,box,13394
M00855,Medicine_855,box,36474
M00856,Medicine_856,box,61256
M00857,Medicine_857,box,56290
M00858,Medicine_858,box,18039
M00859,Medicine_859,box,17374
M00860,,box,54465
M00861,Medicine_861,box,21515
M00862,Medicine_862,box,24566
M00863,Medicine_863,box,68282
M00864,Medicine_864,box,36490
M00865,Medicine_865,box,60884
M00866,Medicine_866,box,abc
M00867,Medicine_867,box,28584
M00868,Medicine_868,box,40102
M00869,Medicine_869,box,81471
M00870,Medicine_870,box,54635
M00871,Medicine_871,box,75936
M00872,Medicine_872,box,68971
M00873,Medicine_873,box,45839
M00874,Medicine_874,box,95019
M00875,Medicine_875,box,24752
M00876,Medicine_876,box,91776
M00877,Medicine_877,box,73769
